,LOC,ZC,CITY,state,LAT,LONG,num_calls,city_1
658,Club/Bar/Restaurant,10463,BRONX, NY,40.88403476,-73.89796587,0,BRONX
659,Club/Bar/Restaurant,11211,, NY,40.71366785,-73.94931535,0,BROOKLYN
660,Club/Bar/Restaurant,10012,NEW YORK, NY,40.72133686,-73.99708866,0,MANHATTAN
661,Club/Bar/Restaurant,10014,NEW YORK, NY,40.73388589,-74.00263405,0,MANHATTAN
662,Club/Bar/Restaurant,10002,NEW YORK, NY,40.72116616,-73.98868657,0,MANHATTAN
663,Club/Bar/Restaurant,10455,BRONX, NY,40.81258038,-73.90596163,0,BRONX
664,Club/Bar/Restaurant,11211,, NY,40.70769793,-73.95581586,0,BROOKLYN
665,Club/Bar/Restaurant,10025,NEW YORK, NY,40.79924045,-73.9628704,0,MANHATTAN
666,Club/Bar/Restaurant,10003,NEW YORK, NY,40.73184063,-73.98986103,0,MANHATTAN
667,Club/Bar/Restaurant,10017,NEW YORK, NY,40.75405004,-73.96852622,0,MANHATTAN
668,Club/Bar/Restaurant,10009,NYC, NY,40.72403031,-73.97888382,0,MANHATTAN
669,Club/Bar/Restaurant,10033,NEW YORK, NY,40.85198792,-73.93176905,0,MANHATTAN
670,Club/Bar/Restaurant,11418,RICHMOND HILL, NY,40.70211545,-73.82056959,0,QUEENS
671,Club/Bar/Restaurant,10002,NEW YORK, NY,40.72141034,-73.98769444,0,MANHATTAN
672,Club/Bar/Restaurant,11385,RIDGEWOOD, NY,40.70256374,-73.90062398,0,QUEENS
673,Club/Bar/Restaurant,10463,BRONX, NY,40.88355217,-73.89849823,0,BRONX
674,Club/Bar/Restaurant,10075,NEW YORK, NY,40.77076607,-73.95384973,0,MANHATTAN
675,Club/Bar/Restaurant,11206,, NY,40.70791011,-73.9450059,0,BROOKLYN
676,Club/Bar/Restaurant,11435,JAMAICA, NY,40.69821675,-73.80633134,0,QUEENS
677,Club/Bar/Restaurant,10467,BRONX, NY,40.87153719,-73.8772306,0,BRONX
678,Club/Bar/Restaurant,10471,BRONX, NY,40.88923532,-73.90039556,0,BRONX
679,Club/Bar/Restaurant,11368,CORONA, NY,40.75168549,-73.85543864,0,QUEENS
680,Club/Bar/Restaurant,10036,NEW YORK, NY,40.76181083,-73.99387056,0,MANHATTAN
681,Club/Bar/Restaurant,10019,NEW YORK, NY,40.7623246,-73.9764531,0,MANHATTAN
682,Club/Bar/Restaurant,11106,ASTORIA, NY,40.7603875,-73.92199029,0,QUEENS
683,Club/Bar/Restaurant,11367,FLUSHING, NY,40.71865809,-73.81360953,0,QUEENS
684,Club/Bar/Restaurant,10036,NEW YORK, NY,40.75962609,-73.99547346,0,MANHATTAN
685,Club/Bar/Restaurant,10013,NEW YORK, NY,40.72593131,-74.00842073,0,MANHATTAN
686,Club/Bar/Restaurant,10003,NEW YORK, NY,40.73178846,-73.98969145,0,MANHATTAN
687,Club/Bar/Restaurant,10033,NEW YORK, NY,40.84862709,-73.93424121,0,MANHATTAN
688,Club/Bar/Restaurant,10040,NEW YORK, NY,40.86328205,-73.9267828,0,MANHATTAN
689,Club/Bar/Restaurant,10014,NEW YORK, NY,40.73400669,-74.00005412,0,MANHATTAN
690,Club/Bar/Restaurant,10003,NEW YORK, NY,40.73609748,-73.98721542,0,MANHATTAN
691,Club/Bar/Restaurant,10002,NEW YORK, NY,40.7207874,-73.98885619,0,MANHATTAN
692,Club/Bar/Restaurant,10005,NEW YORK, NY,40.70619093,-74.00916485,0,MANHATTAN
693,Club/Bar/Restaurant,11211,, NY,40.71254873,-73.95796249,0,BROOKLYN
694,Club/Bar/Restaurant,10032,NEW YORK, NY,40.84332975,-73.93914372,0,MANHATTAN
695,Club/Bar/Restaurant,11238,, NY,40.68067802,-73.96238479,0,BROOKLYN
696,Club/Bar/Restaurant,11004,GLEN OAKS, NY,40.73713914,-73.70921876,0,QUEENS
697,Club/Bar/Restaurant,11103,ASTORIA, NY,40.76523994,-73.91390907,0,QUEENS
698,Club/Bar/Restaurant,10027,NEW YORK, NY,40.80467738,-73.94773257,0,MANHATTAN
699,Club/Bar/Restaurant,11415,KEW GARDENS, NY,40.70605964,-73.83143704,0,QUEENS
700,Club/Bar/Restaurant,10036,NEW YORK, NY,40.75934044,-73.99195767,0,MANHATTAN
701,Club/Bar/Restaurant,10014,NEW YORK, NY,40.72860489,-74.00531458,0,MANHATTAN
702,Club/Bar/Restaurant,11103,ASTORIA, NY,40.76548132,-73.91369938,0,QUEENS
703,Club/Bar/Restaurant,10003,NEW YORK, NY,40.73058315,-73.98621703,0,MANHATTAN
704,Club/Bar/Restaurant,10012,NEW YORK, NY,40.72671632,-73.99169101,0,MANHATTAN
705,Club/Bar/Restaurant,10012,NEW YORK, NY,40.72924728,-74.00006494,0,MANHATTAN
706,Club/Bar/Restaurant,11216,, NY,40.67413684,-73.95380845,0,BROOKLYN
707,Club/Bar/Restaurant,10002,NEW YORK, NY,40.72146258,-73.98852418,0,MANHATTAN
708,Club/Bar/Restaurant,11217,, NY,40.68088064,-73.98371072,0,BROOKLYN
709,Club/Bar/Restaurant,11232,, NY,40.65171843,-74.00463814,0,BROOKLYN
710,Club/Bar/Restaurant,11211,, NY,40.72004918,-73.95534951,0,BROOKLYN
711,Club/Bar/Restaurant,10031,NEW YORK, NY,40.82259297,-73.94952505,0,MANHATTAN
712,Club/Bar/Restaurant,10040,NEW YORK, NY,40.85717578,-73.93239997,0,MANHATTAN
713,Club/Bar/Restaurant,11215,, NY,40.66759276,-73.98100684,0,BROOKLYN
714,Club/Bar/Restaurant,10009,NEW YORK, NY,40.72983031,-73.98079426,0,MANHATTAN
715,Club/Bar/Restaurant,11249,, NY,40.7122186,-73.96382426,0,BROOKLYN
716,Club/Bar/Restaurant,10002,NEW YORK, NY,40.72285427,-73.98957017,0,MANHATTAN
717,Club/Bar/Restaurant,11372,JACKSON HEIGHTS, NY,40.75568407,-73.88411081,0,QUEENS
718,Club/Bar/Restaurant,10007,NEW YORK, NY,40.71406302,-74.00770861,0,MANHATTAN
719,Club/Bar/Restaurant,10302,STATEN ISLAND, NY,40.63322528,-74.13667392,0,STATEN ISLAND
720,Club/Bar/Restaurant,10033,NEW YORK, NY,40.85044819,-73.9366612,0,MANHATTAN
721,Club/Bar/Restaurant,10024,NEW YORK, NY,40.78670595,-73.97571503,0,MANHATTAN
722,Club/Bar/Restaurant,10002,NEW YORK, NY,40.71407655,-73.98984209,0,MANHATTAN
723,Club/Bar/Restaurant,10014,NEW YORK, NY,40.72854728,-74.0046471,0,MANHATTAN
724,Club/Bar/Restaurant,10075,NEW YORK, NY,40.77242188,-73.95570793,0,MANHATTAN
725,Club/Bar/Restaurant,11222,, NY,40.73657808,-73.95530596,0,BROOKLYN
726,Club/Bar/Restaurant,10469,BRONX, NY,40.87904927,-73.84311987,0,BRONX
727,Club/Bar/Restaurant,11206,, NY,40.70071878,-73.92978883,0,BROOKLYN
728,Club/Bar/Restaurant,11234,, NY,40.61478363,-73.93656785,0,BROOKLYN
729,Club/Bar/Restaurant,11206,, NY,40.70482471,-73.93401518,0,BROOKLYN
730,Club/Bar/Restaurant,10012,NEW YORK, NY,40.72223429,-73.99433237,0,MANHATTAN
731,Club/Bar/Restaurant,11435,JAMAICA, NY,40.70227392,-73.81152746,0,QUEENS
732,Club/Bar/Restaurant,10011,NEW YORK, NY,40.73875786,-74.00019486,0,MANHATTAN
733,Club/Bar/Restaurant,11221,, NY,40.69622255,-73.93391551,0,BROOKLYN
734,Club/Bar/Restaurant,10003,NEW YORK, NY,40.72477819,-73.98794997,0,MANHATTAN
735,Club/Bar/Restaurant,11249,, NY,40.71776846,-73.96366974,0,BROOKLYN
736,Club/Bar/Restaurant,11216,, NY,40.67127809,-73.95035693,0,BROOKLYN
737,Club/Bar/Restaurant,10002,NEW YORK, NY,40.72205788,-73.98570651,0,MANHATTAN
738,Club/Bar/Restaurant,10002,NEW YORK, NY,40.72042228,-73.98817082,0,MANHATTAN
739,Club/Bar/Restaurant,10002,NEW YORK, NY,40.71942599,-73.9887013,0,MANHATTAN
740,Club/Bar/Restaurant,10011,NEW YORK, NY,40.74371747,-74.00597259,0,MANHATTAN
741,Club/Bar/Restaurant,10458,BRONX, NY,40.85930241,-73.89807612,0,BRONX
742,Club/Bar/Restaurant,10012,NEW YORK, NY,40.72827564,-73.99935778,0,MANHATTAN
743,Club/Bar/Restaurant,11216,, NY,40.67845538,-73.9496774,0,BROOKLYN
744,Club/Bar/Restaurant,11385,RIDGEWOOD, NY,40.70484883,-73.90560866,0,QUEENS
745,Club/Bar/Restaurant,10010,NEW YORK, NY,40.73964395,-73.98965415,0,MANHATTAN
746,Club/Bar/Restaurant,10030,NEW YORK, NY,40.8172264,-73.94229989,0,MANHATTAN
747,Club/Bar/Restaurant,11238,, NY,40.68729923,-73.95691111,0,BROOKLYN
748,Club/Bar/Restaurant,10009,NEW YORK, NY,40.72292768,-73.98354531,0,MANHATTAN
749,Club/Bar/Restaurant,10002,NEW YORK, NY,40.71757618,-73.99052335,0,MANHATTAN
750,Club/Bar/Restaurant,10033,NEW YORK, NY,40.8458189,-73.93857399,0,MANHATTAN
751,Club/Bar/Restaurant,10451,BRONX, NY,40.82552296,-73.92654974,0,BRONX
752,Club/Bar/Restaurant,11106,ASTORIA, NY,40.76042049,-73.92205884,0,QUEENS
753,Club/Bar/Restaurant,11205,, NY,40.69492271,-73.95309084,0,BROOKLYN
754,Club/Bar/Restaurant,10457,BRONX, NY,40.85434768,-73.90059963,0,BRONX
755,Club/Bar/Restaurant,11211,, NY,40.71355468,-73.96188648,0,BROOKLYN
756,Club/Bar/Restaurant,11230,, NY,40.61101573,-73.97340545,0,BROOKLYN
757,Club/Bar/Restaurant,11103,ASTORIA, NY,40.76750843,-73.91203971,0,QUEENS
758,Club/Bar/Restaurant,10463,BRONX, NY,40.87823133,-73.90299396,0,BRONX
759,Club/Bar/Restaurant,10021,NEW YORK, NY,40.770663,-73.95701963,0,MANHATTAN
760,Club/Bar/Restaurant,11211,, NY,40.71189525,-73.95734249,0,BROOKLYN
761,Club/Bar/Restaurant,10003,NEW YORK, NY,40.72602991,-73.9890754,0,MANHATTAN
762,Club/Bar/Restaurant,11221,, NY,40.68970483,-73.91852118,0,BROOKLYN
763,Club/Bar/Restaurant,10027,NEW YORK, NY,40.80921013,-73.94444898,0,MANHATTAN
764,Club/Bar/Restaurant,11222,, NY,40.72336564,-73.95056707,0,BROOKLYN
765,Club/Bar/Restaurant,10016,NEW YORK, NY,40.7436844,-73.97359429,0,MANHATTAN
766,Club/Bar/Restaurant,10029,NEW YORK, NY,40.79756979,-73.93910248,0,MANHATTAN
767,Club/Bar/Restaurant,10003,NEW YORK, NY,40.72639229,-73.98988711,0,MANHATTAN
768,Club/Bar/Restaurant,10003,NEW YORK, NY,40.73288601,-73.98624181,0,MANHATTAN
769,Club/Bar/Restaurant,11211,, NY,40.71346027,-73.95874828,0,BROOKLYN
770,Club/Bar/Restaurant,11106,ASTORIA, NY,40.76115715,-73.92366432,0,QUEENS
771,Club/Bar/Restaurant,10023,NEW YORK, NY,40.77638923,-73.97952074,0,MANHATTAN
772,Club/Bar/Restaurant,11103,ASTORIA, NY,40.7669823,-73.91689597,0,QUEENS
773,Club/Bar/Restaurant,10304,STATEN ISLAND, NY,40.62553848,-74.07577709,0,STATEN ISLAND
774,Club/Bar/Restaurant,11433,JAMAICA, NY,40.70789309,-73.78672142,0,QUEENS
775,Club/Bar/Restaurant,11211,, NY,40.71472927,-73.94180064,0,BROOKLYN
776,Club/Bar/Restaurant,10025,NEW YORK, NY,40.79976023,-73.96620747,0,MANHATTAN
777,Club/Bar/Restaurant,10002,NEW YORK, NY,40.7189536,-73.98611482,0,MANHATTAN
778,Club/Bar/Restaurant,10014,NEW YORK, NY,40.7293296,-74.00235605,0,MANHATTAN
779,Club/Bar/Restaurant,10470,BRONX, NY,40.8985862,-73.86738879,0,BRONX
780,Club/Bar/Restaurant,11432,JAMAICA, NY,40.7118486,-73.78986498,0,QUEENS
781,Club/Bar/Restaurant,11422,ROSEDALE, NY,40.67413839,-73.72954485,0,QUEENS
782,Club/Bar/Restaurant,11385,RIDGEWOOD, NY,40.69645621,-73.90014263,0,QUEENS
783,Club/Bar/Restaurant,11216,, NY,40.68315344,-73.95385989,0,BROOKLYN
784,Club/Bar/Restaurant,11203,, NY,40.65232958,-73.92727379,0,BROOKLYN
785,Club/Bar/Restaurant,10014,NEW YORK, NY,40.73853272,-74.00387196,0,MANHATTAN
786,Club/Bar/Restaurant,11377,WOODSIDE, NY,40.74279466,-73.91560894,0,QUEENS
787,Club/Bar/Restaurant,10457,BRONX, NY,40.8512885,-73.89878603,0,BRONX
788,Club/Bar/Restaurant,10467,BRONX, NY,40.87639511,-73.87964798,0,BRONX
